CenBlock10,CenTract10,NTA10,PUMA10,CenUnits10
360810437011003,36081043701,QN25,4107,66
360810437012000,36081043701,QN25,4107,0
360810437012001,36081043701,QN25,4107,0
360810437012002,36081043701,QN25,4107,0
360810437012003,36081043701,QN25,4107,13
360810437012004,36081043701,QN25,4107,6
360810437012005,36081043701,QN25,4107,214
360810437012006,36081043701,QN25,4107,0
360810437012007,36081043701,QN25,4107,168
360810437012008,36081043701,QN25,4107,1
360810437012009,36081043701,QN25,4107,3
360810437012010,36081043701,QN25,4107,0
360810437021000,36081043702,QN25,4107,0
360810437021001,36081043702,QN25,4107,1
360810437021002,36081043702,QN25,4107,0
360810437021003,36081043702,QN25,4107,67
360810437021004,36081043702,QN25,4107,359
360810437021005,36081043702,QN25,4107,226
360810437021006,36081043702,QN25,4107,148
360810437022000,36081043702,QN25,4107,105
360810437022001,36081043702,QN25,4107,137
360810437022002,36081043702,QN25,4107,176
360810437022003,36081043702,QN25,4107,182
360810437023000,36081043702,QN25,4107,121
360810437023001,36081043702,QN25,4107,193
360810437023002,36081043702,QN25,4107,431
360810437023003,36081043702,QN25,4107,141
360810437023004,36081043702,QN25,4107,0
360810439001000,36081043900,QN25,4107,239
360810439001001,36081043900,QN25,4107,0
360810439001002,36081043900,QN25,4107,192
360810439001003,36081043900,QN25,4107,79
360810439001004,36081043900,QN25,4107,105
360810439001005,36081043900,QN25,4107,7
360810439002000,36081043900,QN25,4107,1
360810439002001,36081043900,QN25,4107,28
360810439002002,36081043900,QN25,4107,50
360810439002003,36081043900,QN25,4107,44
360810439002004,36081043900,QN25,4107,52
360810439002005,36081043900,QN25,4107,70
360810439002006,36081043900,QN25,4107,105
360810439002007,36081043900,QN25,4107,111
360810439002008,36081043900,QN25,4107,62
360810439002009,36081043900,QN25,4107,18
360810439002010,36081043900,QN25,4107,35
360810439002011,36081043900,QN25,4107,64
360810439002012,36081043900,QN25,4107,1
360810440001000,36081044000,QN01,4112,35
360810440001001,36081044000,QN01,4112,44
360810440001002,36081044000,QN01,4112,36
360810440001003,36081044000,QN01,4112,52
360810440001004,36081044000,QN01,4112,28
360810440001005,36081044000,QN01,4112,0
360810440001006,36081044000,QN01,4112,45
360810440001007,36081044000,QN01,4112,28
360810440001008,36081044000,QN01,4112,51
360810440001009,36081044000,QN01,4112,51
360810440002000,36081044000,QN01,4112,39
360810440002001,36081044000,QN01,4112,57
360810440002002,36081044000,QN01,4112,71
360810440002003,36081044000,QN01,4112,50
360810440002004,36081044000,QN01,4112,43
360810440002005,36081044000,QN01,4112,25
360810440002006,36081044000,QN01,4112,15
360810440003000,36081044000,QN01,4112,0
360810440003001,36081044000,QN01,4112,15
360810440003002,36081044000,QN01,4112,35
360810440003003,36081044000,QN01,4112,61
360810440003004,36081044000,QN01,4112,95
360810440003005,36081044000,QN01,4112,59
360810440003006,36081044000,QN01,4112,109
360810440003007,36081044000,QN01,4112,117
360810440003008,36081044000,QN01,4112,0
360810440003009,36081044000,QN01,4112,112
360810440003010,36081044000,QN01,4112,39
360810443011000,36081044301,QN25,4107,71
360810443011001,36081044301,QN25,4107,90
360810443011002,36081044301,QN25,4107,70
360810443011003,36081044301,QN25,4107,15
360810443011004,36081044301,QN25,4107,20
360810443011005,36081044301,QN25,4107,27
360810443011006,36081044301,QN25,4107,355
360810443011007,36081044301,QN25,4107,0
360810443011008,36081044301,QN25,4107,59
360810443012000,36081044301,QN25,4107,135
360810443012001,36081044301,QN25,4107,136
360810443012002,36081044301,QN25,4107,81
360810443012003,36081044301,QN25,4107,295
360810443012004,36081044301,QN25,4107,139
360810443021000,36081044302,QN25,4107,0
360810443021001,36081044302,QN25,4107,0
360810443021002,36081044302,QN25,4107,85
360810443021003,36081044302,QN25,4107,73
360810443021004,36081044302,QN25,4107,134
360810443021005,36081044302,QN25,4107,76
360810443022000,36081044302,QN25,4107,0
360810443022001,36081044302,QN25,4107,0
360810443022002,36081044302,QN25,4107,100
360810443022003,36081044302,QN25,4107,152
360810443022004,36081044302,QN25,4107,102
360810443023000,36081044302,QN25,4107,221
360810443023001,36081044302,QN25,4107,234
360810443023002,36081044302,QN25,4107,118
360810443023003,36081044302,QN25,4107,104
360810443023004,36081044302,QN25,4107,67
360810443023005,36081044302,QN25,4107,86
360810444001000,36081044400,QN61,4112,317
360810444001001,36081044400,QN61,4112,59
360810444001002,36081044400,QN61,4112,36
360810444001003,36081044400,QN61,4112,0
360810444001004,36081044400,QN61,4112,0
360810444001005,36081044400,QN61,4112,105
360810444002000,36081044400,QN61,4112,0
360810444002001,36081044400,QN61,4112,1
360810444002002,36081044400,QN61,4112,0
360810444002003,36081044400,QN61,4112,33
360810444002004,36081044400,QN61,4112,3
360810444002005,36081044400,QN61,4112,18
360810444002006,36081044400,QN61,4112,7
360810444002007,36081044400,QN61,4112,64
360810444002008,36081044400,QN61,4112,57
360810444002009,36081044400,QN61,4112,103
360810444002010,36081044400,QN61,4112,91
360810444003000,36081044400,QN61,4112,0
360810444003001,36081044400,QN61,4112,0
360810444003002,36081044400,QN61,4112,6
360810444003003,36081044400,QN61,4112,0
360810444003004,36081044400,QN61,4112,5
360810444003005,36081044400,QN61,4112,165
360810444003006,36081044400,QN61,4112,0
360810444003007,36081044400,QN61,4112,0
360810444003008,36081044400,QN61,4112,0
360810444003009,36081044400,QN61,4112,0
360810444003010,36081044400,QN61,4112,0
360810444003011,36081044400,QN61,4112,0
360810444003012,36081044400,QN61,4112,0
360810444003013,36081044400,QN61,4112,0
360810444003014,36081044400,QN61,4112,0
360810444003015,36081044400,QN61,4112,9
360810444003016,36081044400,QN61,4112,3
360810444003017,36081044400,QN61,4112,9
360810444003018,36081044400,QN61,4112,1
360810444003019,36081044400,QN61,4112,32
360810444003020,36081044400,QN61,4112,0
360810444003021,36081044400,QN61,4112,2
360810444003022,36081044400,QN61,4112,3
360810444003023,36081044400,QN61,4112,2
360810444003024,36081044400,QN61,4112,1
360810444003025,36081044400,QN61,4112,0
360810446011000,36081044601,QN61,4112,180
360810446011001,36081044601,QN61,4112,568
360810446011002,36081044601,QN61,4112,14
360810446011003,36081044601,QN61,4112,0
360810446011004,36081044601,QN61,4112,0
360810446011005,36081044601,QN61,4112,0
360810446012000,36081044601,QN61,4112,0
360810446012001,36081044601,QN61,4112,326
360810446012002,36081044601,QN61,4112,208
360810446012003,36081044601,QN61,4112,0
360810446012004,36081044601,QN61,4112,0
360810446021000,36081044602,QN61,4112,321
360810446021001,36081044602,QN61,4112,5
360810446021002,36081044602,QN61,4112,25
360810446021003,36081044602,QN61,4112,54
360810446021004,36081044602,QN61,4112,201
360810446021005,36081044602,QN61,4112,46
360810446022000,36081044602,QN61,4112,409
360810446022001,36081044602,QN61,4112,53
360810446022002,36081044602,QN61,4112,264
360810446022003,36081044602,QN61,4112,90
360810448001000,36081044800,QN35,4106,56
360810448001001,36081044800,QN35,4106,102
360810448001002,36081044800,QN35,4106,18
360810448001003,36081044800,QN35,4106,34
360810448001004,36081044800,QN35,4106,88
360810448001005,36081044800,QN35,4106,35
360810448001006,36081044800,QN35,4106,133
360810448001007,36081044800,QN35,4106,44
360810448001008,36081044800,QN35,4106,74
360810448002000,36081044800,QN35,4106,44
360810448002001,36081044800,QN35,4106,58
360810448002002,36081044800,QN35,4106,74
360810448002003,36081044800,QN35,4106,74
360810450001000,36081045000,QN35,4106,0
360810450001001,36081045000,QN35,4106,37
360810450001002,36081045000,QN35,4106,69
360810450001003,36081045000,QN35,4106,44
360810450001004,36081045000,QN35,4106,28
360810450001005,36081045000,QN35,4106,25
360810450001006,36081045000,QN35,4106,40
360810450001007,36081045000,QN35,4106,52
360810450002000,36081045000,QN35,4106,78
360810450002001,36081045000,QN35,4106,45
360810450002002,36081045000,QN35,4106,37
360810450002003,36081045000,QN35,4106,44
360810450002004,36081045000,QN35,4106,45
360810450002005,36081045000,QN35,4106,28
360810450002006,36081045000,QN35,4106,28
360810452001000,36081045200,QN35,4106,0
360810452001001,36081045200,QN35,4106,0
360810452001002,36081045200,QN35,4106,138
360810452001003,36081045200,QN35,4106,17
360810452001004,36081045200,QN35,4106,32
360810452001005,36081045200,QN35,4106,35
360810452001006,36081045200,QN35,4106,0
360810452001007,36081045200,QN35,4106,0
360810454001000,36081045400,QN35,4106,54
360810454001001,36081045400,QN35,4106,70
360810454001002,36081045400,QN35,4106,62
360810454001003,36081045400,QN35,4106,70
360810454001004,36081045400,QN35,4106,216
360810454001005,36081045400,QN35,4106,177
360810454001006,36081045400,QN35,4106,29
360810454002000,36081045400,QN35,4106,32
360810454002001,36081045400,QN35,4106,33
360810454002002,36081045400,QN35,4106,153
360810454002003,36081045400,QN35,4106,217
360810454002004,36081045400,QN35,4106,85
360810454002005,36081045400,QN35,4106,82
360810454002006,36081045400,QN35,4106,89
360810454002007,36081045400,QN35,4106,230
360810454002008,36081045400,QN35,4106,0
360810455001000,36081045500,QN25,4107,889
360810455002000,36081045500,QN25,4107,927
360810455003000,36081045500,QN25,4107,937
360810455004000,36081045500,QN25,4107,911
360810455005000,36081045500,QN25,4107,936
360810455006000,36081045500,QN25,4107,2
360810456001000,36081045600,QN35,4106,0
360810456001001,36081045600,QN35,4106,0
360810456001002,36081045600,QN35,4106,45
360810456001003,36081045600,QN35,4106,0
360810456001004,36081045600,QN35,4106,37
360810456001005,36081045600,QN35,4106,40
360810456001006,36081045600,QN35,4106,7
360810456001007,36081045600,QN35,4106,21
360810456001008,36081045600,QN35,4106,17
360810456001009,36081045600,QN35,4106,34
360810456001010,36081045600,QN35,4106,63
360810456001011,36081045600,QN35,4106,19
360810456001012,36081045600,QN35,4106,28
360810456001013,36081045600,QN35,4106,22
360810456001014,36081045600,QN35,4106,41
360810457001000,36081045700,QN29,4107,83
360810457001001,36081045700,QN29,4107,129
360810457001002,36081045700,QN29,4107,100
360810457001003,36081045700,QN29,4107,77
360810457001004,36081045700,QN29,4107,66
360810457001005,36081045700,QN29,4107,79
360810457002000,36081045700,QN29,4107,264
360810457002001,36081045700,QN29,4107,132
360810457002002,36081045700,QN29,4107,227
360810457002003,36081045700,QN29,4107,1
360810458001000,36081045800,QN06,4106,34
360810458001001,36081045800,QN06,4106,36
360810458001002,36081045800,QN06,4106,37
360810458001003,36081045800,QN06,4106,24
360810458001004,36081045800,QN06,4106,35
360810458001005,36081045800,QN06,4106,23
360810458001006,36081045800,QN06,4106,21
360810458001007,36081045800,QN06,4106,27
360810458001008,36081045800,QN06,4106,113
360810458001009,36081045800,QN06,4106,153
360810458001010,36081045800,QN06,4106,210
360810459001000,36081045900,QN29,4107,80
360810459001001,36081045900,QN29,4107,76
360810459001002,36081045900,QN29,4107,64
360810459001003,36081045900,QN29,4107,168
360810459001004,36081045900,QN29,4107,178
360810459001005,36081045900,QN29,4107,141
360810459001006,36081045900,QN29,4107,90
360810459002000,36081045900,QN29,4107,74
360810459002001,36081045900,QN29,4107,134
360810459002002,36081045900,QN29,4107,192
360810460001000,36081046000,QN61,4112,56
360810460001001,36081046000,QN61,4112,15
360810460001002,36081046000,QN61,4112,23
360810460001003,36081046000,QN61,4112,228
360810460001004,36081046000,QN61,4112,180
360810460001005,36081046000,QN61,4112,135
360810460002000,36081046000,QN61,4112,84
360810460002001,36081046000,QN61,4112,0
360810460002002,36081046000,QN61,4112,78
360810460002003,36081046000,QN61,4112,349
360810460002004,36081046000,QN61,4112,109
360810460002005,36081046000,QN61,4112,8
360810460002006,36081046000,QN61,4112,0
360810460003000,36081046000,QN61,4112,307
360810460003001,36081046000,QN61,4112,58
360810460003002,36081046000,QN61,4112,64
360810460003003,36081046000,QN61,4112,32
360810460003004,36081046000,QN61,4112,283
360810460003005,36081046000,QN61,4112,0
360810461001000,36081046100,QN29,4107,137
360810461001001,36081046100,QN29,4107,112
360810461001002,36081046100,QN29,4107,72
360810461001003,36081046100,QN29,4107,31
360810461001004,36081046100,QN29,4107,41
360810461001005,36081046100,QN29,4107,84
360810461001006,36081046100,QN29,4107,0
360810461001007,36081046100,QN29,4107,83
360810461001008,36081046100,QN29,4107,94
360810461001009,36081046100,QN29,4107,100
360810461001010,36081046100,QN29,4107,87
360810462001000,36081046200,QN61,4112,224
360810462001001,36081046200,QN61,4112,174
360810462001002,36081046200,QN61,4112,82
360810462001003,36081046200,QN61,4112,87
360810462002000,36081046200,QN61,4112,0
360810462002001,36081046200,QN61,4112,213
360810462002002,36081046200,QN61,4112,175
360810462002003,36081046200,QN61,4112,142
360810462002004,36081046200,QN61,4112,94
360810462002005,36081046200,QN61,4112,42
360810462002006,36081046200,QN61,4112,65
360810462003000,36081046200,QN61,4112,233
360810462003001,36081046200,QN61,4112,33
360810462003002,36081046200,QN61,4112,148
360810462003003,36081046200,QN61,4112,94
360810462003004,36081046200,QN61,4112,155
360810462003005,36081046200,QN61,4112,96
360810462003006,36081046200,QN61,4112,135
360810463001000,36081046300,QN29,4107,13
360810463001001,36081046300,QN29,4107,81
360810463001002,36081046300,QN29,4107,142
360810463001003,36081046300,QN29,4107,129
360810463001004,36081046300,QN29,4107,145
360810463001005,36081046300,QN29,4107,28
360810463002000,36081046300,QN29,4107,135
360810463002001,36081046300,QN29,4107,133
360810463002002,36081046300,QN29,4107,32
360810463002003,36081046300,QN29,4107,172
360810463002004,36081046300,QN29,4107,171
360810464001000,36081046400,QN06,4106,0
360810464001001,36081046400,QN06,4106,0
360810464001002,36081046400,QN06,4106,3
360810464001003,36081046400,QN06,4106,2
360810464001004,36081046400,QN06,4106,20
360810464001005,36081046400,QN06,4106,14
360810464001006,36081046400,QN06,4106,16
360810464001007,36081046400,QN06,4106,13
360810464001008,36081046400,QN06,4106,20
360810464001009,36081046400,QN06,4106,21
360810464001010,36081046400,QN06,4106,14
360810464001011,36081046400,QN06,4106,22
360810464001012,36081046400,QN06,4106,21
360810464001013,36081046400,QN06,4106,301
360810464001014,36081046400,QN06,4106,71
360810465001000,36081046500,QN29,4107,0
360810465001001,36081046500,QN29,4107,46
360810465001002,36081046500,QN29,4107,147
360810465001003,36081046500,QN29,4107,90
360810465001004,36081046500,QN29,4107,49
360810465001005,36081046500,QN29,4107,153
360810465001006,36081046500,QN29,4107,95
360810465002000,36081046500,QN29,4107,55
360810465002001,36081046500,QN29,4107,82
360810465002002,36081046500,QN29,4107,100
360810465002003,36081046500,QN29,4107,105
360810465002004,36081046500,QN29,4107,82
360810465002005,36081046500,QN29,4107,120
360810466001000,36081046600,QN06,4106,148
360810466001001,36081046600,QN06,4106,65
360810466001002,36081046600,QN06,4106,5
360810466001003,36081046600,QN06,4106,444
360810466002000,36081046600,QN06,4106,82
360810466002001,36081046600,QN06,4106,312
360810466002002,36081046600,QN06,4106,354
360810466002003,36081046600,QN06,4106,0
360810467001000,36081046700,QN29,4107,37
360810467001001,36081046700,QN29,4107,116
360810467001002,36081046700,QN29,4107,362
360810467002000,36081046700,QN29,4107,241
360810467002001,36081046700,QN29,4107,383
360810467003000,36081046700,QN29,4107,239
360810467003001,36081046700,QN29,4107,232
360810467004000,36081046700,QN29,4107,287
360810467004001,36081046700,QN29,4107,282
360810467004002,36081046700,QN29,4107,0
360810467004003,36081046700,QN29,4107,0
360810468001000,36081046800,QN61,4112,88
360810468001001,36081046800,QN61,4112,93
360810468001002,36081046800,QN61,4112,74
360810468001003,36081046800,QN61,4112,63
360810468001004,36081046800,QN61,4112,121
360810468001005,36081046800,QN61,4112,35
360810468002000,36081046800,QN61,4112,46
360810468002001,36081046800,QN61,4112,50
360810468002002,36081046800,QN61,4112,46
360810468002003,36081046800,QN61,4112,134
360810468002004,36081046800,QN61,4112,167
360810468002005,36081046800,QN61,4112,113
360810468002006,36081046800,QN61,4112,86
360810468002007,36081046800,QN61,4112,19
360810469001000,36081046900,QN29,4107,0
360810469001001,36081046900,QN29,4107,17
360810469001002,36081046900,QN29,4107,152
360810469001003,36081046900,QN29,4107,224
360810469001004,36081046900,QN29,4107,309
360810469002000,36081046900,QN29,4107,329
360810469002001,36081046900,QN29,4107,241
360810469003000,36081046900,QN29,4107,139
360810469003001,36081046900,QN29,4107,141
360810469004000,36081046900,QN29,4107,386
360810469004001,36081046900,QN29,4107,193
360810469005000,36081046900,QN29,4107,359
360810469005001,36081046900,QN29,4107,227
360810470001000,36081047000,QN61,4112,47
360810470001001,36081047000,QN61,4112,7
360810470001002,36081047000,QN61,4112,27
360810470001003,36081047000,QN61,4112,51
360810470001004,36081047000,QN61,4112,52
360810470001005,36081047000,QN61,4112,32
360810470001006,36081047000,QN61,4112,41
360810470001007,36081047000,QN61,4112,44
360810470001008,36081047000,QN61,4112,49
360810470002000,36081047000,QN61,4112,77
360810470002001,36081047000,QN61,4112,104
360810470002002,36081047000,QN61,4112,105
360810470002003,36081047000,QN61,4112,25
360810470002004,36081047000,QN61,4112,31
360810470002005,36081047000,QN61,4112,39
360810470002006,36081047000,QN61,4112,50
360810470002007,36081047000,QN61,4112,54
360810470002008,36081047000,QN61,4112,27
360810470002009,36081047000,QN61,4112,55
360810471001000,36081047100,QN29,4107,101
360810471001001,36081047100,QN29,4107,61
360810471001002,36081047100,QN29,4107,109
360810471001003,36081047100,QN29,4107,87
360810471001004,36081047100,QN29,4107,0
360810471001005,36081047100,QN29,4107,454
360810471002000,36081047100,QN29,4107,90
360810471002001,36081047100,QN29,4107,0
360810471002002,36081047100,QN29,4107,91
360810471002003,36081047100,QN29,4107,207
360810471002004,36081047100,QN29,4107,119
360810471002005,36081047100,QN29,4107,92
360810472001000,36081047200,QN06,4106,28
360810472001001,36081047200,QN06,4106,22
360810472001002,36081047200,QN06,4106,25
360810472001003,36081047200,QN06,4106,29
360810472001004,36081047200,QN06,4106,22
360810472001005,36081047200,QN06,4106,23
360810472001006,36081047200,QN06,4106,36
360810472001007,36081047200,QN06,4106,151
360810472001008,36081047200,QN06,4106,21
360810472002000,36081047200,QN06,4106,1
360810472002001,36081047200,QN06,4106,0
360810472002002,36081047200,QN06,4106,9
360810472002003,36081047200,QN06,4106,40
360810472002004,36081047200,QN06,4106,22
360810472002005,36081047200,QN06,4106,0
360810472002006,36081047200,QN06,4106,31
360810472002007,36081047200,QN06,4106,22
360810472002008,36081047200,QN06,4106,14
360810472002009,36081047200,QN06,4106,24
360810472002010,36081047200,QN06,4106,30
360810472002011,36081047200,QN06,4106,19
360810472002012,36081047200,QN06,4106,17
360810472002013,36081047200,QN06,4106,40
360810472002014,36081047200,QN06,4106,105
360810472003000,36081047200,QN06,4106,214
360810472003001,36081047200,QN06,4106,393
360810473001000,36081047300,QN29,4107,241
360810473001001,36081047300,QN29,4107,134
360810473001002,36081047300,QN29,4107,125
360810473001003,36081047300,QN29,4107,121
360810473002000,36081047300,QN29,4107,20
360810473002001,36081047300,QN29,4107,110
360810473002002,36081047300,QN29,4107,24
360810473002003,36081047300,QN29,4107,0
360810473002004,36081047300,QN29,4107,347
360810473002005,36081047300,QN29,4107,0
360810473003000,36081047300,QN29,4107,516
360810475001000,36081047500,QN29,4107,69
360810475001001,36081047500,QN29,4107,129
360810475001002,36081047500,QN29,4107,225
360810475001003,36081047500,QN29,4107,54
360810475001004,36081047500,QN29,4107,0
360810475001005,36081047500,QN29,4107,9
360810475001006,36081047500,QN29,4107,27
360810475001007,36081047500,QN29,4107,40
360810475001008,36081047500,QN29,4107,65
360810475001009,36081047500,QN29,4107,0
360810475001010,36081047500,QN29,4107,0
360810475001011,36081047500,QN29,4107,65
360810475001012,36081047500,QN29,4107,60
360810475001013,36081047500,QN29,4107,0
360810475001014,36081047500,QN29,4107,0
360810475002000,36081047500,QN29,4107,24
360810475002001,36081047500,QN29,4107,0
360810475002002,36081047500,QN29,4107,99
360810475002003,36081047500,QN29,4107,101
360810475002004,36081047500,QN29,4107,124
360810475002005,36081047500,QN29,4107,117
360810475002006,36081047500,QN29,4107,94
360810475002007,36081047500,QN29,4107,53
360810475002008,36081047500,QN29,4107,38
360810475002009,36081047500,QN29,4107,70
360810475002010,36081047500,QN29,4107,101
360810475002011,36081047500,QN29,4107,56
360810475002012,36081047500,QN29,4107,66
360810476001000,36081047600,QN06,4106,0
360810476001001,36081047600,QN06,4106,0
360810476001002,36081047600,QN06,4106,0
360810476001003,36081047600,QN06,4106,0
360810476001004,36081047600,QN06,4106,14
360810476001005,36081047600,QN06,4106,8
360810476001006,36081047600,QN06,4106,12
360810476001007,36081047600,QN06,4106,45
360810476001008,36081047600,QN06,4106,40
360810476001009,36081047600,QN06,4106,0
360810476001010,36081047600,QN06,4106,0
360810476001011,36081047600,QN06,4106,20
360810476001012,36081047600,QN06,4106,0
360810476001013,36081047600,QN06,4106,39
360810476001014,36081047600,QN06,4106,27
360810476001015,36081047600,QN06,4106,13
360810476001016,36081047600,QN06,4106,0
360810476001017,36081047600,QN06,4106,18
360810476002000,36081047600,QN06,4106,29
360810476002001,36081047600,QN06,4106,26
360810476002002,36081047600,QN06,4106,43
360810476002003,36081047600,QN06,4106,13
360810476002004,36081047600,QN06,4106,19
360810476002005,36081047600,QN06,4106,35
360810476002006,36081047600,QN06,4106,45
360810476002007,36081047600,QN06,4106,7
360810478001000,36081047800,QN06,4106,594
360810478001001,36081047800,QN06,4106,40
360810478001002,36081047800,QN06,4106,391
360810478001003,36081047800,QN06,4106,12
360810478002000,36081047800,QN06,4106,32
360810478002001,36081047800,QN06,4106,120
360810478002002,36081047800,QN06,4106,150
360810478002003,36081047800,QN06,4106,34
360810478002004,36081047800,QN06,4106,27
360810478002005,36081047800,QN06,4106,10
360810478002006,36081047800,QN06,4106,54
360810478002007,36081047800,QN06,4106,7
360810478002008,36081047800,QN06,4106,28
360810478002009,36081047800,QN06,4106,245
360810478002010,36081047800,QN06,4106,32
360810478002011,36081047800,QN06,4106,4
360810478002012,36081047800,QN06,4106,19
360810478003000,36081047800,QN06,4106,38
360810478003001,36081047800,QN06,4106,39
360810478003002,36081047800,QN06,4106,46
360810478003003,36081047800,QN06,4106,47
360810478003004,36081047800,QN06,4106,98
360810478003005,36081047800,QN06,4106,49
360810478003006,36081047800,QN06,4106,36
360810478003007,36081047800,QN06,4106,90
360810479001000,36081047900,QN50,4109,65
360810479001001,36081047900,QN50,4109,335
360810479001002,36081047900,QN50,4109,135
360810479001003,36081047900,QN50,4109,24
360810479001004,36081047900,QN50,4109,236
360810479001005,36081047900,QN50,4109,0
360810479001006,36081047900,QN50,4109,2
360810479001007,36081047900,QN50,4109,105
360810479001008,36081047900,QN50,4109,26
360810479001009,36081047900,QN50,4109,127
360810479001010,36081047900,QN50,4109,6
360810479002000,36081047900,QN50,4109,0
360810479002001,36081047900,QN50,4109,0
360810479002002,36081047900,QN50,4109,0
360810479002003,36081047900,QN50,4109,27
360810479002004,36081047900,QN50,4109,54
360810479002005,36081047900,QN50,4109,76
360810479002006,36081047900,QN50,4109,104
360810479003000,36081047900,QN50,4109,91
360810479003001,36081047900,QN50,4109,202
360810479003002,36081047900,QN50,4109,88
360810479003003,36081047900,QN50,4109,69
360810479003004,36081047900,QN50,4109,59
360810479003005,36081047900,QN50,4109,49
360810479003006,36081047900,QN50,4109,4
360810479003007,36081047900,QN50,4109,0
360810480001000,36081048000,QN61,4112,16
360810480001001,36081048000,QN61,4112,31
360810480001002,36081048000,QN61,4112,33
360810480001003,36081048000,QN61,4112,46
360810480001004,36081048000,QN61,4112,33
360810480001005,36081048000,QN61,4112,27
360810480001006,36081048000,QN61,4112,24
360810480001007,36081048000,QN61,4112,38
360810480001008,36081048000,QN61,4112,39
360810480001009,36081048000,QN61,4112,44
360810480001010,36081048000,QN61,4112,60
360810480001011,36081048000,QN61,4112,38
360810480002000,36081048000,QN61,4112,41
360810480002001,36081048000,QN61,4112,23
360810480002002,36081048000,QN61,4112,21
360810480002003,36081048000,QN61,4112,48
360810480002004,36081048000,QN61,4112,107
360810480002005,36081048000,QN61,4112,19
360810480002006,36081048000,QN61,4112,11
360810480002007,36081048000,QN61,4112,7
360810481001000,36081048100,QN29,4107,189
360810481001001,36081048100,QN29,4107,148
360810481002000,36081048100,QN29,4107,495
360810481002001,36081048100,QN29,4107,95
360810481003000,36081048100,QN29,4107,457
360810481003001,36081048100,QN29,4107,537
360810481004000,36081048100,QN29,4107,478
360810481004001,36081048100,QN29,4107,0
360810482001000,36081048200,QN07,4112,45
360810482001001,36081048200,QN07,4112,27
360810482001002,36081048200,QN07,4112,120
360810482001003,36081048200,QN07,4112,30
360810482001004,36081048200,QN07,4112,24
360810482001005,36081048200,QN07,4112,23
360810482001006,36081048200,QN07,4112,21
360810482001007,36081048200,QN07,4112,30
360810482001008,36081048200,QN07,4112,20
360810482001009,36081048200,QN07,4112,22
360810482001010,36081048200,QN07,4112,8
360810482001011,36081048200,QN07,4112,48
360810483001000,36081048300,QN50,4109,136
360810483001001,36081048300,QN50,4109,225
360810483001002,36081048300,QN50,4109,31
360810483001003,36081048300,QN50,4109,21
360810483001004,36081048300,QN50,4109,168
360810483001005,36081048300,QN50,4109,108
360810483001006,36081048300,QN50,4109,13
360810483002000,36081048300,QN50,4109,0
360810483002001,36081048300,QN50,4109,114
360810483002002,36081048300,QN50,4109,58
360810483002003,36081048300,QN50,4109,11
360810483002004,36081048300,QN50,4109,0
360810483002005,36081048300,QN50,4109,0
360810483002006,36081048300,QN50,4109,29
360810483002007,36081048300,QN50,4109,54
360810483002008,36081048300,QN50,4109,178
360810483002009,36081048300,QN50,4109,33
360810483002010,36081048300,QN50,4109,28
360810483002011,36081048300,QN50,4109,129
360810483002012,36081048300,QN50,4109,0
360810484001000,36081048400,QN07,4112,43
360810484001001,36081048400,QN07,4112,50
360810484001002,36081048400,QN07,4112,54
360810484001003,36081048400,QN07,4112,56
360810484001004,36081048400,QN07,4112,53
360810484001005,36081048400,QN07,4112,51
360810484001006,36081048400,QN07,4112,20
360810484001007,36081048400,QN07,4112,27
360810484001008,36081048400,QN07,4112,21
360810484001009,36081048400,QN07,4112,29
360810484002000,36081048400,QN07,4112,128
360810484002001,36081048400,QN07,4112,101
360810484002002,36081048400,QN07,4112,32
360810484002003,36081048400,QN07,4112,128
360810484002004,36081048400,QN07,4112,37
360810484002005,36081048400,QN07,4112,0
360810484003000,36081048400,QN07,4112,34
360810484003001,36081048400,QN07,4112,21
360810484003002,36081048400,QN07,4112,59
360810484003003,36081048400,QN07,4112,69
360810484003004,36081048400,QN07,4112,65
360810484003005,36081048400,QN07,4112,86
360810484004000,36081048400,QN07,4112,50
360810484004001,36081048400,QN07,4112,45
360810484004002,36081048400,QN07,4112,140
360810484004003,36081048400,QN07,4112,148
360810484004004,36081048400,QN07,4112,13
360810484004005,36081048400,QN07,4112,21
360810484004006,36081048400,QN07,4112,33
360810485001000,36081048500,QN50,4109,34
360810485001001,36081048500,QN50,4109,137
360810485001002,36081048500,QN50,4109,106
360810485001003,36081048500,QN50,4109,0
360810485001004,36081048500,QN50,4109,0
360810485001005,36081048500,QN50,4109,0
360810485002000,36081048500,QN50,4109,172
360810485002001,36081048500,QN50,4109,117
360810485002002,36081048500,QN50,4109,25
360810485002003,36081048500,QN50,4109,67
360810485002004,36081048500,QN50,4109,188
360810485003000,36081048500,QN50,4109,0
360810485003001,36081048500,QN50,4109,193
360810485003002,36081048500,QN50,4109,224
360810485003003,36081048500,QN50,4109,30
360810485003004,36081048500,QN50,4109,113
360810485003005,36081048500,QN50,4109,69
360810485003006,36081048500,QN50,4109,60
360810485003007,36081048500,QN50,4109,26
360810485003008,36081048500,QN50,4109,43
360810489001000,36081048900,QN50,4109,0
360810489001001,36081048900,QN50,4109,0
360810489001002,36081048900,QN50,4109,3
360810489001003,36081048900,QN50,4109,76
360810489001004,36081048900,QN50,4109,0
360810489001005,36081048900,QN50,4109,7
360810489001006,36081048900,QN50,4109,0
360810489001007,36081048900,QN50,4109,3
360810489001008,36081048900,QN50,4109,0
