BCT2010,CenTract10,NTA2010,PUMA2010,adjunits10
3047700,36047047700,BK90,4001,1727
3047800,36047047800,BK88,4014,1285
3048000,36047048000,BK42,4015,1126
3048100,36047048100,BK90,4001,1398
3048200,36047048200,BK42,4015,2111
3048400,36047048400,BK41,4014,1682
3048500,36047048500,BK78,4002,961
3048600,36047048600,BK41,4014,956
3048800,36047048800,BK41,4014,1475
3048900,36047048900,BK78,4002,1433
3049000,36047049000,BK41,4014,2275
3049100,36047049100,BK90,4001,2660
3049200,36047049200,BK41,4014,1163
3049300,36047049300,BK78,4002,3068
3049400,36047049400,BK41,4014,2092
3049500,36047049500,BK90,4001,1237
3049600,36047049600,BK41,4014,1492
3049700,36047049700,BK90,4001,1455
3049800,36047049800,BK41,4014,1654
3049900,36047049900,BK76,4001,971
3050000,36047050000,BK40,4012,1580
3050100,36047050100,BK90,4001,1437
3050202,36047050202,BK40,4012,1096
3050300,36047050300,BK90,4001,1283
3050400,36047050400,BK40,4012,2047
3050500,36047050500,BK90,4001,1830
3050600,36047050600,BK42,4015,1957
3050700,36047050700,BK75,4003,532
3050801,36047050801,BK42,4015,1375
3050803,36047050803,BK42,4015,942
3050804,36047050804,BK42,4015,2394
3050900,36047050900,BK72,4001,700
3051001,36047051001,BK42,4015,1405
3051002,36047051002,BK42,4015,1795
3051100,36047051100,BK90,4001,1709
3051200,36047051200,BK42,4015,2376
3051300,36047051300,BK73,4001,2011
3051400,36047051400,BK42,4015,2674
3051500,36047051500,BK73,4001,744
3051601,36047051601,BK42,4015,1928
3051602,36047051602,BK42,4015,1359
3051700,36047051700,BK73,4001,1078
3051800,36047051800,BK42,4015,1378
3051900,36047051900,BK73,4001,2103
3052000,36047052000,BK42,4015,1440
3052300,36047052300,BK73,4001,2276
3052500,36047052500,BK73,4001,1272
3052600,36047052600,BK42,4015,1746
3052700,36047052700,BK73,4001,2438
3052800,36047052800,BK42,4015,729
3052900,36047052900,BK72,4001,1095
3053000,36047053000,BK43,4015,1232
3053100,36047053100,BK75,4003,1656
3053200,36047053200,BK43,4015,1073
3053300,36047053300,BK72,4001,1886
3053400,36047053400,BK43,4015,1479
3053500,36047053500,BK72,4001,1191
3053700,36047053700,BK72,4001,728
3053800,36047053800,BK43,4015,2126
3053900,36047053900,BK72,4001,829
3054200,36047054200,BK43,4015,1745
3054300,36047054300,BK99,4004,208
3054400,36047054400,BK43,4015,1411
3054500,36047054500,BK72,4001,2378
3054600,36047054600,BK43,4015,2082
3054700,36047054700,BK73,4001,1602
3054800,36047054800,BK44,4016,827
3054900,36047054900,BK73,4001,1209
3055000,36047055000,BK44,4016,1584
3055100,36047055100,BK73,4001,2125
3055200,36047055200,BK44,4016,1566
3055300,36047055300,BK73,4001,1413
3055400,36047055400,BK25,4016,1856
3055500,36047055500,BK73,4001,2290
3055600,36047055600,BK25,4016,1539
3055700,36047055700,BK73,4001,1006
3055800,36047055800,BK44,4016,1045
3056000,36047056000,BK44,4016,1571
3056100,36047056100,BK76,4001,1606
3056200,36047056200,BK44,4016,677
3056300,36047056300,BK76,4001,2251
3056400,36047056400,BK44,4016,1153
3056500,36047056500,BK76,4001,1855
3056600,36047056600,BK44,4016,1113
3056800,36047056800,BK44,4016,612
3056900,36047056900,BK76,4001,840
3057000,36047057000,BK17,4016,1547
3057100,36047057100,BK76,4001,2250
3057200,36047057200,BK17,4016,2203
3057300,36047057300,BK76,4001,1284
3057400,36047057400,BK44,4016,1143
3057500,36047057500,BK76,4001,2175
3057600,36047057600,BK44,4016,1194
3057800,36047057800,BK44,4016,1262
3057900,36047057900,BK76,4001,532
3058000,36047058000,BK44,4016,1335
3058200,36047058200,BK25,4016,1149
3058400,36047058400,BK25,4016,1600
3058600,36047058600,BK17,4016,967
3058800,36047058800,BK25,4016,1497
3058900,36047058900,BK76,4001,862
3059000,36047059000,BK17,4016,744
3059100,36047059100,BK76,4001,1992
3059200,36047059200,BK17,4016,1808
3059300,36047059300,BK76,4001,976
3059401,36047059401,BK17,4016,3472
3059402,36047059402,BK17,4016,2319
3059600,36047059600,BK17,4016,1222
3059800,36047059800,BK17,4016,1556
3060000,36047060000,BK17,4016,3008
3060600,36047060600,BK17,4016,1201
3060800,36047060800,BK17,4016,1842
3061002,36047061002,BK19,4018,2286
3061003,36047061003,BK19,4018,665
3061004,36047061004,BK19,4018,3409
3061200,36047061200,BK17,4016,496
3061600,36047061600,BK17,4016,628
3062000,36047062000,BK17,4016,845
3062200,36047062200,BK17,4016,1725
3062600,36047062600,BK17,4016,1201
3062800,36047062800,BK17,4016,2182
3063200,36047063200,BK17,4016,741
3063600,36047063600,BK45,4009,550
3063800,36047063800,BK44,4016,822
3064000,36047064000,BK45,4009,658
3064200,36047064200,BK44,4016,1042
3064400,36047064400,BK45,4009,1034
3064600,36047064600,BK45,4009,753
3064800,36047064800,BK45,4009,728
3065000,36047065000,BK58,4009,508
3065200,36047065200,BK45,4009,546
3065400,36047065400,BK45,4009,636
3065600,36047065600,BK45,4009,644
3065800,36047065800,BK45,4009,818
3066000,36047066000,BK45,4009,787
3066200,36047066200,BK45,4009,647
3066600,36047066600,BK99,4009,0
3067000,36047067000,BK45,4009,1035
3067200,36047067200,BK58,4009,463
3067400,36047067400,BK58,4009,638
3067600,36047067600,BK58,4009,585
3067800,36047067800,BK58,4009,952
3068000,36047068000,BK58,4009,593
3068200,36047068200,BK58,4009,861
3068600,36047068600,BK45,4009,721
3068800,36047068800,BK58,4009,601
3069000,36047069000,BK58,4009,628
3069200,36047069200,BK58,4009,821
3069601,36047069601,BK45,4009,1581
3069602,36047069602,BK45,4009,2306
3069800,36047069800,BK45,4009,509
3070000,36047070000,BK45,4009,702
3070201,36047070201,BK45,4009,2591
3070202,36047070202,BK99,4009,22
3070203,36047070203,BK99,4009,0
3070600,36047070600,BK45,4009,1078
3072000,36047072000,BK58,4009,681
3072200,36047072200,BK58,4009,967
3072400,36047072400,BK58,4009,676
3072600,36047072600,BK58,4009,708
3072800,36047072800,BK58,4009,1378
3073000,36047073000,BK58,4009,677
3073200,36047073200,BK58,4009,736
3073400,36047073400,BK58,4009,622
3073600,36047073600,BK58,4009,1208
3073800,36047073800,BK58,4009,1231
3074000,36047074000,BK58,4009,1146
3074200,36047074200,BK58,4009,998
3074400,36047074400,BK58,4009,730
3074600,36047074600,BK58,4009,778
3074800,36047074800,BK43,4015,721
3075000,36047075000,BK43,4015,1068
3075200,36047075200,BK43,4015,358
3075400,36047075400,BK43,4015,499
3075600,36047075600,BK43,4015,758
3075800,36047075800,BK43,4015,698
3076000,36047076000,BK43,4015,1119
3076200,36047076200,BK43,4015,1695
3076400,36047076400,BK42,4015,1290
3076600,36047076600,BK42,4015,735
3076800,36047076800,BK43,4015,1309
3077000,36047077000,BK42,4015,1073
3077200,36047077200,BK42,4015,1215
3077400,36047077400,BK42,4015,1135
3077600,36047077600,BK58,4009,1703
3078000,36047078000,BK91,4010,650
3078200,36047078200,BK91,4010,1530
3078400,36047078400,BK91,4010,814
3078600,36047078600,BK42,4015,1797
3078800,36047078800,BK42,4015,1242
3079000,36047079000,BK95,4010,1942
3079200,36047079200,BK95,4010,1516
3079400,36047079400,BK95,4010,691
3079601,36047079601,BK60,4011,1874
3079602,36047079602,BK60,4011,1930
3079801,36047079801,BK60,4011,1343
3079802,36047079802,BK60,4011,2382
3080000,36047080000,BK60,4011,1438
3080200,36047080200,BK60,4011,1784
3080400,36047080400,BK60,4011,1372
3080600,36047080600,BK60,4011,1221
3080800,36047080800,BK60,4011,172
3081000,36047081000,BK60,4011,960
3081400,36047081400,BK91,4010,1002
3081600,36047081600,BK91,4010,980
3081800,36047081800,BK95,4010,1791
3082000,36047082000,BK60,4011,1981
3082200,36047082200,BK60,4011,2860
3082400,36047082400,BK95,4010,1782
3082600,36047082600,BK95,4010,2069
3082800,36047082800,BK95,4010,1440
3083000,36047083000,BK91,4010,2241
3083200,36047083200,BK91,4010,753
3083400,36047083400,BK91,4010,572
3083600,36047083600,BK91,4010,727
3083800,36047083800,BK91,4010,735
3084000,36047084000,BK91,4010,777
3084600,36047084600,BK96,4010,711
3084800,36047084800,BK96,4010,564
3085000,36047085000,BK91,4010,449
3085200,36047085200,BK99,4010,10
3085400,36047085400,BK91,4010,720
3085600,36047085600,BK91,4010,1476
3085800,36047085800,BK91,4010,860
3086000,36047086000,BK91,4010,1271
3086200,36047086200,BK96,4010,1154
3086400,36047086400,BK96,4010,780
3086600,36047086600,BK96,4010,1285
3086800,36047086800,BK96,4010,1239
3087000,36047087000,BK91,4010,1226
3087200,36047087200,BK91,4010,1107
3087401,36047087401,BK60,4011,1428
3087600,36047087600,BK60,4011,634
3087800,36047087800,BK60,4011,1012
3088000,36047088000,BK60,4011,1176
3088200,36047088200,BK96,4010,2674
3088400,36047088400,BK96,4010,2106
3088600,36047088600,BK96,4010,1843
3088800,36047088800,BK96,4010,1551
3089000,36047089000,BK96,4010,2387
3089200,36047089200,BK81,4007,1548
3089400,36047089400,BK81,4007,1261
3089600,36047089600,BK81,4007,1458
3089800,36047089800,BK81,4007,754
3090000,36047090000,BK81,4007,2021
3090200,36047090200,BK81,4007,975
3090600,36047090600,BK81,4007,1595
3090800,36047090800,BK81,4007,1315
3091000,36047091000,BK81,4007,2249
3091200,36047091200,BK81,4007,2333
3091600,36047091600,BK81,4007,1593
3091800,36047091800,BK81,4007,998
3092000,36047092000,BK81,4007,1070
3092200,36047092200,BK81,4007,1276
3092400,36047092400,BK81,4007,917
3092800,36047092800,BK96,4010,1090
3093000,36047093000,BK96,4010,1016
3093200,36047093200,BK91,4010,420
3093400,36047093400,BK96,4010,991
3093600,36047093600,BK96,4010,621
3093800,36047093800,BK96,4010,919
3094401,36047094401,BK58,4009,1182
3094402,36047094402,BK58,4009,1187
3094600,36047094600,BK96,4010,708
3095000,36047095000,BK50,4009,976
3095400,36047095400,BK50,4009,1572
3095600,36047095600,BK50,4009,1330
3095800,36047095800,BK50,4009,1189
3096000,36047096000,BK50,4009,0
3096200,36047096200,BK50,4009,560
3096400,36047096400,BK50,4009,821
3096600,36047096600,BK50,4009,759
3096800,36047096800,BK50,4009,452
3097000,36047097000,BK50,4009,781
3097400,36047097400,BK50,4009,760
3098200,36047098200,BK50,4009,1592
3098400,36047098400,BK50,4009,687
3098600,36047098600,BK50,4009,1035
3098800,36047098800,BK50,4009,1086
3099000,36047099000,BK50,4009,503
3099200,36047099200,BK50,4009,643
3099400,36047099400,BK50,4009,653
3099600,36047099600,BK50,4009,1180
3099800,36047099800,BK50,4009,1356
3100400,36047100400,BK50,4009,963
3100600,36047100600,BK50,4009,880
3100800,36047100800,BK50,4009,702
3101000,36047101000,BK50,4009,780
3101200,36047101200,BK50,4009,756
3101400,36047101400,BK50,4009,827
3101600,36047101600,BK50,4009,496
3101800,36047101800,BK50,4009,803
3102000,36047102000,BK50,4009,624
3102200,36047102200,BK50,4009,777
3102400,36047102400,BK50,4009,677
3102600,36047102600,BK50,4009,935
3102800,36047102800,BK50,4009,525
3103400,36047103400,BK50,4009,1601
3105801,36047105801,BK93,4008,3251
3105804,36047105804,BK93,4008,3062
3107000,36047107000,BK82,4008,187
3107800,36047107800,BK82,4008,1943
3109800,36047109800,BK82,4008,621
3110400,36047110400,BK82,4008,1797
3110600,36047110600,BK82,4008,1587
3111000,36047111000,BK82,4008,1425
3111600,36047111600,BK82,4008,1076
3111800,36047111800,BK82,4008,1142
3112000,36047112000,BK82,4008,1219
3112200,36047112200,BK85,4007,1182
3112400,36047112400,BK82,4008,1232
3112600,36047112600,BK85,4007,1407
3112800,36047112800,BK85,4007,1579
3113000,36047113000,BK85,4007,1442
3113200,36047113200,BK85,4007,666
3113400,36047113400,BK85,4007,786
3114201,36047114201,BK83,4008,557
3114202,36047114202,BK83,4008,938
3114400,36047114400,BK85,4007,804
3114600,36047114600,BK83,4008,962
3115000,36047115000,BK82,4008,902
3115200,36047115200,BK82,4008,1030
3115600,36047115600,BK85,4007,1577
3115800,36047115800,BK85,4007,1065
3116000,36047116000,BK82,4008,890
3116200,36047116200,BK82,4008,830
3116400,36047116400,BK82,4008,1003
3116600,36047116600,BK82,4008,995
3116800,36047116800,BK82,4008,690
3117000,36047117000,BK82,4008,575
3117201,36047117201,BK83,4008,816
3117202,36047117202,BK83,4008,1276
3117400,36047117400,BK83,4008,1273
3117601,36047117601,BK83,4008,896
3117602,36047117602,BK83,4008,1082
3117800,36047117800,BK83,4008,531
3118000,36047118000,BK99,4008,2
3118201,36047118201,BK83,4008,956
3118202,36047118202,BK83,4008,991
3118400,36047118400,BK83,4008,1641
3118600,36047118600,BK83,4008,901
3118800,36047118800,BK83,4008,1376
3119000,36047119000,BK83,4008,661
3119200,36047119200,BK82,4008,1173
3119400,36047119400,BK82,4008,1396
3119600,36047119600,BK82,4008,1860
3119800,36047119800,BK82,4008,1124
3120000,36047120000,BK82,4008,646
3120200,36047120200,BK83,4008,527
3120800,36047120800,BK82,4008,3279
3121000,36047121000,BK82,4008,1440
3121400,36047121400,BK82,4008,1501
3122000,36047122000,BK82,4008,2209
3123700,36047123700,BK75,4003,1392
3150200,36047150200,BK40,4012,1108
3152200,36047152200,BK42,4015,1126
3990100,36047990100,BK99,4018,0
1000100,36061000100,MN99,3810,1
1000201,36061000201,MN28,3809,1060
1000202,36061000202,MN28,3809,3490
1000500,36061000500,MN99,3810,112
1000600,36061000600,MN28,3809,4140
1000700,36061000700,MN25,3810,5447
1000800,36061000800,MN27,3809,3730
1000900,36061000900,MN25,3810,1098
1001001,36061001001,MN28,3809,796
1001002,36061001002,MN28,3809,2388
1001200,36061001200,MN28,3809,1784
1001300,36061001300,MN25,3810,3068
1001401,36061001401,MN28,3809,1659
1001402,36061001402,MN28,3809,1433
1001501,36061001501,MN25,3810,3089
1001502,36061001502,MN25,3810,3769
1001600,36061001600,MN27,3809,3352
1001800,36061001800,MN27,3809,3417
1002000,36061002000,MN28,3809,1862
1002100,36061002100,MN24,3810,3020
1002201,36061002201,MN28,3809,2806
1002202,36061002202,MN28,3809,1156
1002400,36061002400,MN28,3809,2121
1002500,36061002500,MN27,3809,1889
1002601,36061002601,MN28,3809,1560
1002602,36061002602,MN28,3809,2157
1002700,36061002700,MN27,3809,677
1002800,36061002800,MN28,3809,3434
1002900,36061002900,MN27,3809,2328
1003001,36061003001,MN27,3809,2606
1003002,36061003002,MN22,3809,1887
1003100,36061003100,MN24,3810,856
1003200,36061003200,MN22,3809,4906
1003300,36061003300,MN24,3810,2743
1003400,36061003400,MN22,3809,4195
1003601,36061003601,MN27,3809,1566
1003602,36061003602,MN22,3809,1597
1003700,36061003700,MN24,3810,1564
1003800,36061003800,MN22,3809,5697
1003900,36061003900,MN24,3810,3061
1004000,36061004000,MN22,3809,4610
1004100,36061004100,MN24,3810,3783
1004200,36061004200,MN22,3809,1761
1004300,36061004300,MN24,3810,2589
1004400,36061004400,MN50,3808,8745
1004500,36061004500,MN24,3810,586
1004700,36061004700,MN24,3810,1710
1004800,36061004800,MN21,3808,3962
1004900,36061004900,MN24,3810,3169
1005000,36061005000,MN21,3808,3558
1005200,36061005200,MN13,3807,1716
1005400,36061005400,MN13,3807,2909
1005501,36061005501,MN23,3810,2370
1005502,36061005502,MN23,3810,1314
1005600,36061005600,MN13,3807,2239
1005700,36061005700,MN23,3810,1692
1005800,36061005800,MN13,3807,2356
1005900,36061005900,MN23,3810,3333
1006000,36061006000,MN50,3808,2479
1006100,36061006100,MN23,3810,2679
1006200,36061006200,MN20,3808,1390
1006300,36061006300,MN23,3810,4349
1006400,36061006400,MN21,3808,5246
1006500,36061006500,MN23,3810,3708
1006600,36061006600,MN20,3808,6966
1006700,36061006700,MN23,3810,3854
1006800,36061006800,MN21,3808,4428
1006900,36061006900,MN23,3810,1426
1007000,36061007000,MN20,3808,5775
1007100,36061007100,MN23,3810,3711
1007200,36061007200,MN20,3808,5390
1007300,36061007300,MN23,3810,4563
1007400,36061007400,MN17,3807,2955
1007500,36061007500,MN23,3810,2653
1007600,36061007600,MN17,3807,1617
1007700,36061007700,MN23,3810,4247
1007800,36061007800,MN20,3808,5582
1007900,36061007900,MN23,3810,2911
1008000,36061008000,MN20,3808,3823
1008100,36061008100,MN13,3807,5390
1008200,36061008200,MN20,3808,2546
1008300,36061008300,MN13,3807,2300
1008400,36061008400,MN17,3807,1055
1008601,36061008601,MN19,3808,1556
1008602,36061008602,MN19,3808,0
1008603,36061008603,MN19,3808,3499
1008700,36061008700,MN13,3807,4331
1008800,36061008800,MN19,3808,5619
1008900,36061008900,MN13,3807,3458
1009000,36061009000,MN19,3808,5775
1009100,36061009100,MN13,3807,4295
1009200,36061009200,MN19,3808,1418
1009300,36061009300,MN13,3807,5579
1009400,36061009400,MN17,3807,63
1009500,36061009500,MN17,3807,1249
1009600,36061009600,MN17,3807,252
1009700,36061009700,MN13,3807,2783
1009800,36061009800,MN19,3808,5411
1009900,36061009900,MN13,3807,2400
1010000,36061010000,MN19,3808,1364
1010100,36061010100,MN17,3807,680
1010200,36061010200,MN17,3807,307
1010300,36061010300,MN13,3807,1414
1010400,36061010400,MN17,3807,1040
1010601,36061010601,MN19,3808,5345
1010602,36061010602,MN31,3805,2866
1010800,36061010800,MN19,3808,6227
1010900,36061010900,MN17,3807,132
1011000,36061011000,MN31,3805,4996
1011100,36061011100,MN13,3807,2451
1011201,36061011201,MN17,3807,1006
1011202,36061011202,MN17,3807,463
1011203,36061011203,MN19,3808,1213
1011300,36061011300,MN17,3807,111
1011401,36061011401,MN40,3805,1335
1011402,36061011402,MN40,3805,1869
1011500,36061011500,MN15,3807,1456
1011600,36061011600,MN31,3805,2781
1011700,36061011700,MN13,3807,3154
1011800,36061011800,MN31,3805,6283
1011900,36061011900,MN17,3807,1073
1012000,36061012000,MN40,3805,2561
1012100,36061012100,MN15,3807,5934
1012200,36061012200,MN40,3805,2824
1012400,36061012400,MN31,3805,6349
1012500,36061012500,MN17,3807,2155
1012600,36061012600,MN31,3805,8738
1012700,36061012700,MN15,3807,4479
1012800,36061012800,MN40,3805,3689
1012900,36061012900,MN15,3807,3762
1013000,36061013000,MN40,3805,2706
1013100,36061013100,MN17,3807,2261
1013200,36061013200,MN31,3805,6928
1013300,36061013300,MN15,3807,3950
1013400,36061013400,MN31,3805,7565
1013500,36061013500,MN15,3807,3682
1013600,36061013600,MN32,3805,9658
1013700,36061013700,MN17,3807,5661
1013800,36061013800,MN32,3805,8150
1013900,36061013900,MN15,3807,7329
1014000,36061014000,MN40,3805,4399
1014200,36061014200,MN40,3805,2764
1014300,36061014300,MN99,3806,0
1014401,36061014401,MN32,3805,2853
1014402,36061014402,MN32,3805,4229
1014500,36061014500,MN14,3806,3554
1014601,36061014601,MN32,3805,2898
1014602,36061014602,MN32,3805,5311
1014700,36061014700,MN14,3806,1718
1014801,36061014801,MN40,3805,1699
1014802,36061014802,MN40,3805,3979
1014900,36061014900,MN14,3806,4032
1015001,36061015001,MN40,3805,1256
1015002,36061015002,MN40,3805,2832
1015100,36061015100,MN14,3806,4554
1015200,36061015200,MN32,3805,3926
1015300,36061015300,MN14,3806,6146
1015400,36061015400,MN32,3805,8374
1015500,36061015500,MN14,3806,6186
1015601,36061015601,MN32,3805,3225
1015602,36061015602,MN33,3804,1062
1015700,36061015700,MN14,3806,7008
1015801,36061015801,MN40,3805,2912
1015802,36061015802,MN33,3804,1744
1015900,36061015900,MN14,3806,6294
1016001,36061016001,MN40,3805,1883
1016002,36061016002,MN33,3804,1320
1016100,36061016100,MN12,3806,4226
1016200,36061016200,MN33,3804,4204
1016300,36061016300,MN12,3806,4300
1016400,36061016400,MN33,3804,2425
1016500,36061016500,MN12,3806,3868
1016600,36061016600,MN33,3804,3163
1016700,36061016700,MN12,3806,3700
1016800,36061016800,MN33,3804,1705
1016900,36061016900,MN12,3806,4793
1017000,36061017000,MN33,3804,3416
1017100,36061017100,MN12,3806,4946
1017200,36061017200,MN33,3804,2316
1017300,36061017300,MN12,3806,5220
1017401,36061017401,MN33,3804,2140
1017402,36061017402,MN33,3804,896
1017500,36061017500,MN12,3806,5798
1017700,36061017700,MN12,3806,4996
1017800,36061017800,MN34,3804,1847
1017900,36061017900,MN12,3806,5175
1018000,36061018000,MN34,3804,2937
1018100,36061018100,MN12,3806,4736
1018200,36061018200,MN34,3804,2695
1018300,36061018300,MN12,3806,5144
1018400,36061018400,MN34,3804,3219
1018500,36061018500,MN12,3806,2842
1018600,36061018600,MN11,3803,2054
1018700,36061018700,MN12,3806,4707
1018800,36061018800,MN34,3804,2512
1018900,36061018900,MN12,3806,5188
1019000,36061019000,MN11,3803,1604
1019100,36061019100,MN12,3806,4775
1019200,36061019200,MN34,3804,1330
1019300,36061019300,MN09,3802,4324
1019400,36061019400,MN34,3804,2538
1019500,36061019500,MN09,3802,3915
1019600,36061019600,MN34,3804,1676
1019701,36061019701,MN09,3802,319
1019702,36061019702,MN11,3803,1144
1019800,36061019800,MN34,3804,1185
1019900,36061019900,MN09,3802,3905
1020000,36061020000,MN11,3803,1537
1020101,36061020101,MN09,3802,313
1020102,36061020102,MN11,3803,1792
1020300,36061020300,MN09,3802,757
1020500,36061020500,MN09,3802,1303
1020600,36061020600,MN03,3803,1498
1020701,36061020701,MN09,3802,1405
1020800,36061020800,MN03,3803,2409
1020901,36061020901,MN09,3802,1555
1021000,36061021000,MN34,3804,3134
1021100,36061021100,MN09,3802,4637
1021200,36061021200,MN03,3803,2687
1021303,36061021303,MN06,3802,2391
1021400,36061021400,MN03,3803,1967
1021500,36061021500,MN03,3803,1282
1021600,36061021600,MN11,3803,3601
1021703,36061021703,MN06,3802,4
1021800,36061021800,MN11,3803,3045
1021900,36061021900,MN06,3802,2182
1022000,36061022000,MN11,3803,2648
1022102,36061022102,MN03,3803,1306
1022200,36061022200,MN11,3803,1462
1022301,36061022301,MN06,3802,2446
1022302,36061022302,MN06,3802,1535
1022400,36061022400,MN03,3803,2746
1022500,36061022500,MN04,3802,3873
1022600,36061022600,MN03,3803,2196
1022700,36061022700,MN04,3802,2387
1022800,36061022800,MN03,3803,2748
1022900,36061022900,MN04,3802,3164
1023000,36061023000,MN03,3803,3816
1023100,36061023100,MN04,3802,2912
1023200,36061023200,MN03,3803,3169
1023300,36061023300,MN04,3802,2566
1023400,36061023400,MN03,3803,2141
1023501,36061023501,MN04,3802,2552
1023502,36061023502,MN03,3803,848
1023600,36061023600,MN03,3803,3107
1023700,36061023700,MN04,3802,2767
1023801,36061023801,MN31,3805,4404
1023802,36061023802,MN31,3805,509
1023900,36061023900,MN36,3801,1091
1024000,36061024000,MN99,3804,0
1024100,36061024100,MN36,3801,3434
1024200,36061024200,MN34,3804,1264
1024301,36061024301,MN36,3801,1506
1024302,36061024302,MN03,3803,2598
1024500,36061024500,MN36,3801,4959
1024700,36061024700,MN36,3801,2601
1024900,36061024900,MN36,3801,400
1025100,36061025100,MN36,3801,847
1025300,36061025300,MN36,3801,3950
1025500,36061025500,MN36,3801,2390
1025700,36061025700,MN11,3803,1800
1025900,36061025900,MN03,3803,1806
1026100,36061026100,MN36,3801,3784
1026300,36061026300,MN36,3801,2924
1026500,36061026500,MN36,3801,2941
1026700,36061026700,MN35,3801,679
1026900,36061026900,MN35,3801,2751
1027100,36061027100,MN35,3801,3050
1027300,36061027300,MN35,3801,3286
1027500,36061027500,MN35,3801,1584
1027700,36061027700,MN35,3801,2181
1027900,36061027900,MN35,3801,4007
1028100,36061028100,MN35,3801,1382
1028300,36061028300,MN35,3801,3247
1028500,36061028500,MN35,3801,2764
1028700,36061028700,MN35,3801,1726
1029100,36061029100,MN01,3801,3933
1029300,36061029300,MN01,3801,3001
1029500,36061029500,MN01,3801,3336
1029700,36061029700,MN99,3801,4
1029900,36061029900,MN01,3801,1493
1030300,36061030300,MN01,3801,1808
1030700,36061030700,MN01,3801,1849
1030900,36061030900,MN01,3801,3483
1031100,36061031100,MN99,3801,2
1031703,36061031703,MN25,3810,4147
1031704,36061031704,MN25,3810,3638
1031900,36061031900,MN99,3810,1
4000100,36081000100,QN31,4109,2873
4000200,36081000200,QN53,4111,962
4000400,36081000400,QN53,4111,1324
4000600,36081000600,QN53,4111,1205
4000700,36081000700,QN31,4109,3007
4000800,36081000800,QN53,4111,1004
4001000,36081001000,QN53,4111,1031
4001200,36081001200,QN53,4111,1325
4001400,36081001400,QN53,4111,1210
4001600,36081001600,QN53,4111,832
4001800,36081001800,QN53,4111,889
4001900,36081001900,QN31,4109,1373
4002000,36081002000,QN53,4111,505
4002200,36081002200,QN53,4111,755
4002400,36081002400,QN54,4111,677
4002500,36081002500,QN68,4101,3131
4002600,36081002600,QN54,4111,651
4002800,36081002800,QN54,4111,984
4003000,36081003000,QN53,4111,431
4003100,36081003100,QN68,4101,557
4003200,36081003200,QN53,4111,512
4003300,36081003300,QN68,4101,1125
4003400,36081003400,QN53,4111,690
4003600,36081003600,QN53,4111,1034
4003700,36081003700,QN68,4101,0
4003800,36081003800,QN53,4111,769
4003900,36081003900,QN68,4101,501
4004001,36081004001,QN53,4111,724
4004002,36081004002,QN56,4113,416
4004200,36081004200,QN53,4111,1239
4004300,36081004300,QN68,4101,1056
4004401,36081004401,QN56,4113,1010
4004500,36081004500,QN70,4101,1564
4004700,36081004700,QN70,4101,1895
4005000,36081005000,QN56,4113,7
4005100,36081005100,QN68,4101,806
4005200,36081005200,QN53,4111,851
4005300,36081005300,QN70,4101,2651
4005400,36081005400,QN56,4113,1714
4005500,36081005500,QN68,4101,398
4005700,36081005700,QN70,4101,1886
4005800,36081005800,QN56,4113,2022
4005900,36081005900,QN70,4101,2042
4006100,36081006100,QN70,4101,3009
4006201,36081006201,QN57,4113,2964
4006202,36081006202,QN57,4113,2615
4006300,36081006300,QN70,4101,2944
4006501,36081006501,QN70,4101,1995
4006502,36081006502,QN70,4101,2007
4006900,36081006900,QN71,4101,2271
4007100,36081007100,QN71,4101,1983
4007300,36081007300,QN71,4101,2329
4007500,36081007500,QN70,4101,2267
4007700,36081007700,QN70,4101,675
4007900,36081007900,QN71,4101,1373
4008100,36081008100,QN71,4101,521
4008300,36081008300,QN71,4101,1316
4008500,36081008500,QN68,4101,462
4008600,36081008600,QN56,4113,953
4008700,36081008700,QN71,4101,1591
4008800,36081008800,QN56,4113,1188
4009100,36081009100,QN71,4101,1416
4009400,36081009400,QN55,4113,902
4009500,36081009500,QN72,4101,1081
4009600,36081009600,QN55,4113,931
4009700,36081009700,QN72,4101,1756
4009800,36081009800,QN55,4113,802
4009900,36081009900,QN99,4101,0
4010000,36081010000,QN55,4113,1027
4010100,36081010100,QN72,4101,1212
4010200,36081010200,QN55,4113,779
4010300,36081010300,QN72,4101,2051
4010400,36081010400,QN55,4113,980
4010500,36081010500,QN72,4101,1784
4010600,36081010600,QN55,4113,990
4010701,36081010701,QN72,4101,0
4010800,36081010800,QN54,4111,853
4011000,36081011000,QN54,4111,883
4011100,36081011100,QN72,4101,1370
4011200,36081011200,QN54,4111,760
4011300,36081011300,QN72,4101,1997
4011400,36081011400,QN54,4111,421
4011500,36081011500,QN72,4101,1210
4011600,36081011600,QN54,4111,614
4011700,36081011700,QN72,4101,1953
4011800,36081011800,QN54,4111,709
4011900,36081011900,QN72,4101,866
4012000,36081012000,QN54,4111,690
4012100,36081012100,QN72,4101,1044
4012200,36081012200,QN54,4111,928
4012301,36081012301,QN72,4101,1395
4012400,36081012400,QN54,4111,898
4012500,36081012500,QN72,4101,784
4012601,36081012601,QN54,4111,758
4012602,36081012602,QN54,4111,782
4012800,36081012800,QN54,4111,730
4013000,36081013000,QN54,4111,564
4013200,36081013200,QN54,4111,661
4013400,36081013400,QN60,4111,2884
4013500,36081013500,QN72,4101,726
4013600,36081013600,QN60,4111,939
4013700,36081013700,QN72,4101,860
