WKT,OBJECTID,Shape_Length,unique_id,editor,cartodb_id
"MULTICURVE (COMPOUNDCURVE ((-73.9541337951706 40.5743329598996,-73.9543981257127 40.5743705383025,-73.95511133032 40.574370820836,-73.9551372388795 40.5743708310163,-73.9556950263731 40.5743266917081,-73.9562083508862 40.5742651678639,-73.956345252651 40.5742069195224,-73.9563692264779 40.5741730104854,-73.9562957986716 40.5738346829146,-73.9563113006289 40.5737998728244,-73.9563455212337 40.5737972770969,-73.9563899869335 40.5738233858428,-73.9564718798917 40.5741391854945,-73.9565676941521 40.5741704764318,-73.9572007200228 40.5741863710628,-73.9579443230924 40.5741445137304,-73.9584349468653 40.5740885169946,-73.9586516548565 40.5740512266933,-73.9588843753778 40.5739912999021,-73.9589665247607 40.5739469724011,-73.9589756174912 40.5739042566586,-73.9589428693645 40.5734668725512,-73.9589873744405 40.5734303597338,-73.959026262579 40.5734516998873,-73.9590726643617 40.5738452523074,-73.9590966057913 40.573863524397,-73.9593920059047 40.5739118150615,-73.9598288313965 40.5739290156473,-73.9602155053566 40.573910885791,-73.9604892665564 40.5738848891491,-73.9606877351193 40.5738771303483,-73.960814351443 40.5738615183063,-73.960909040634 40.5738647377349,-73.962107876139 40.5737132311521,-73.962676251802 40.5736666516692,-73.963059177678 40.5736352670244,-73.96398310316 40.5735572881786,-73.9645363632498 40.5735129172098,-73.9650849646457 40.5734689176684,-73.9660225730907 40.5733883159953,-73.9672031173257 40.5733260412511,-73.967389931658 40.5732587240381,-73.9674358545803 40.5732086942079,-73.9673640779764 40.573044294007,-73.9673948995321 40.5729947272378,-73.9674264621504 40.5729848341135,-73.9674496415393 40.5730077896654,-73.9675316743789 40.5731904571433,-73.9676240577929 40.5731983107756,-73.9677917286158 40.5731879221334,-73.9681852372761 40.5731775947326,-73.968390554001 40.5731541698465,-73.9685635357038 40.5731256738353,-73.9688491150244 40.573057756499,-73.9689723163698 40.5730212604101,-73.9690647191443 40.5729873664446,-73.9692024680059 40.5729571480026,-73.969451437885 40.572857010258,-73.9694685620792 40.5728230957508,-73.9692121565589 40.5723351071443,-73.9692463891891 40.5723038061073,-73.9692840297479 40.5723012065491,-73.9695591274479 40.5728083108933,-73.9697559788392 40.5728466553807,-73.96996127749 40.5728597555971,-73.9702110689337 40.5728519938728,-73.9708538051539 40.5727702486555,-73.9710870911314 40.5727269776807,-73.9713300709226 40.5726435453489,-73.9713506198464 40.5725991943621,-73.97137803268 40.5725104880361,-73.9711426633578 40.5720503667025,-73.971154121804 40.5719993720861,-73.9711353276266 40.5719598874907,-73.9711832395019 40.5719416343212,-73.9712208696119 40.571962517966,-73.9714567451198 40.572479197518,-73.9715180839024 40.5725814168419,-73.9716072382034 40.572627959235,-73.9718364942963 40.5726280161981,-73.9724969107221 40.5725759942278,-73.9729349342276 40.5724743410757,-73.9731471067147 40.572414379605,-73.9733451951933 40.5723209537096,-73.9733627354843 40.5722630974145,-73.9732328554227 40.5719056061115,-73.9732124204094 40.571668165792,-73.9732500762155 40.5716264273055,-73.9732911289004 40.5716420916456,-73.9733253318911 40.571676019674,-73.9733432446109 40.5717403113137,-73.9733492148144 40.5718508402098,-73.9733662886512 40.5719369486199,-73.9733901788194 40.5720882871064,-73.9734277596032 40.5722344111548,-73.9734482258988 40.5722718470737,-73.9737322723397 40.5722866663001,-73.9740069552117 40.5722741040833,-73.9744097913685 40.572237245198,-73.974847798873 40.5721642853175,-73.9752858209597 40.5720495773247,-73.9754709905925 40.571968749574,-73.9754057830077 40.5715042808218,-73.975405813935 40.5714207870325,-73.9754571386822 40.5714207981284,-73.97548449912 40.5714547240359,-73.9755090027561 40.5715242388926,-73.9755173602367 40.5716940613286,-73.9756028719229 40.5718590294226,-73.975679352343 40.5719557304705,-73.9759256918104 40.5720184034982,-73.9762199591502 40.5720158575564,-73.976842733594 40.5719481471278,-73.9768537171234 40.5719460871692),CIRCULARSTRING (-73.9768537171234 40.5719460871692,-73.9772707405658 40.5718634003466,-73.9776640157185 40.5717291387597),(-73.9776640157185 40.5717291387597,-73.9775683724972 40.5712464179438,-73.9775989432495 40.5711907824617,-73.9776710471875 40.5711707717357,-73.9780474201266 40.5711995466208,-73.9780761683965 40.5712293225692,-73.9777155022481 40.5712516663524,-73.9776983683063 40.5713247197209,-73.9777051942981 40.5713769054714,-73.9777393594327 40.5715334636031,-73.9777514503472 40.5716800414041),CIRCULARSTRING (-73.9777514503472 40.5716800414041,-73.9777842498948 40.5717329452164,-73.9778363139218 40.5717759357897),CIRCULARSTRING (-73.9778363139218 40.5717759357897,-73.9778827585794 40.5717952963266,-73.9779309711658 40.5718119553413),CIRCULARSTRING (-73.9779309711658 40.5718119553413,-73.9779994145583 40.5718302282536,-73.9780699510255 40.57184306383),CIRCULARSTRING (-73.9780699510255 40.57184306383,-73.9785852995739 40.5718949712993,-73.9791001839575 40.5718404522387),(-73.9791001839575 40.5718404522387,-73.9794569791162 40.5717425234121,-73.9795219989315 40.5717138337026,-73.9797649792249 40.5715860273705,-73.9798471137725 40.5715390761222,-73.9798608171234 40.5714816765189,-73.9798060938079 40.5714033906231,-73.9797239913138 40.5713459739317,-73.9796658270959 40.5713329176387,-73.9794673800427 40.571298961879),CIRCULARSTRING (-73.9794673800427 40.571298961879,-73.9794254110821 40.5712848235062,-73.979390840956 40.5712618194309),(-73.979390840956 40.5712618194309,-73.9794434537471 40.5712206822813,-73.979583741254 40.5712259252555,-73.9797548172587 40.5712494388685,-73.9799600581506 40.5714399476583,-73.979987605125 40.5715833626148,-73.9800078838415 40.5716982657232,-73.9801036839474 40.5717269831458,-73.9803260902907 40.5717374590273,-73.980649076019 40.5717374903222,-73.9810446613104 40.571680179471,-73.9813389460713 40.5716097804213,-73.9816366561928 40.5715263343961,-73.9818419736058 40.5714689645712,-73.9820409257233 40.5714801321751,-73.982037017697 40.571437686304,-73.9820165005435 40.5713881074542,-73.9819925587004 40.571351574833,-73.981920711964 40.5713202539976,-73.9816967369218 40.5713111326338,-73.9815990781491 40.5713071563055,-73.9815580218157 40.5712941037496,-73.9815443417654 40.5712732273974,-73.9815717223804 40.5712497489179,-73.9819481076393 40.5712367636768,-73.9820267968759 40.5712759138284,-73.9820952106816 40.5713463734861,-73.9821464882513 40.5715211974138,-73.9821772730873 40.5715603398952,-73.9822559688654 40.5715681805063,-73.9824920667516 40.5715656084638,-73.9828273973828 40.5715421769203,-73.9830806102563 40.571508295081,-73.9836728670685 40.5714068229755,-73.9834045752134 40.570165312039,-73.9830582615184 40.570209422333,-73.9830434573534 40.5701456270585,-73.9833918532721 40.5700944516108,-73.9832701367578 40.5695416619576,-73.9833607505805 40.5695297623093,-73.9834853866697 40.5700887821119,-73.9838214217481 40.5700455578756,-73.9838396623921 40.5701122352154,-73.9834885903059 40.5701557977074,-73.9837580696679 40.5713959929543,-73.9857294816599 40.5711956606413,-73.9859355454381 40.5711779597378,-73.9864510384902 40.5711486811492,-73.9864681622844 40.5710782352938,-73.9865092215761 40.5710808490334,-73.9865468496122 40.5711330370397,-73.9868616466575 40.5711069824517,-73.9872688311397 40.5710757189607,-73.9875220390067 40.5710470458624,-73.9877752466565 40.571018372206,-73.9880373284736 40.5709848847407,-73.988620416413 40.5708958295794,-73.9885778829937 40.5706976876866,-73.988634138028 40.5706949224876,-73.9886649259997 40.5707288456012,-73.9886957074126 40.5708149522126,-73.9887216205837 40.5708834702113,-73.9888359838852 40.5708775868244,-73.9889283671757 40.5708749871647,-73.9891473589759 40.5708436982868,-73.9893595029646 40.5708306727487,-73.9896467366422 40.5707919357492,-73.9899377718856 40.5707576685695,-73.9901464557857 40.5707258617606,-73.9902628362879 40.5707081217459,-73.9905263090861 40.5706585696969,-73.9907732641107 40.5705992053822,-73.9907419075531 40.5704028869699,-73.9907179775885 40.5702593794357,-73.9907928091443 40.5702484325703,-73.9908274461288 40.5704211584385,-73.9908639067179 40.57060180004,-73.9911935354181 40.5706116593589,-73.9915630744446 40.570577768853,-73.9918915572529 40.5705334362105,-73.9922063526829 40.5704995387306,-73.9922956113162 40.5704908567131,-73.9925279873908 40.5704682514652,-73.9927287077054 40.5704335766661,-73.9929693889053 40.5703665212548,-73.9929454527621 40.5702360600631,-73.992981139597 40.5701965626911,-73.9930138858777 40.5702125823662,-73.9930275657407 40.5702778126135,-73.993053058813 40.5703388147452,-73.9931575776778 40.5703795789323,-73.99329786358 40.5703821972443,-73.9936263389191 40.5703926537638,-73.9936752559436 40.5703949258991,-73.994019823292 40.5704109402435,-73.9944064678154 40.5703900864963,-73.9946837607979 40.5703611304834,-73.9948067993721 40.570364014469,-73.994937788878 40.5703544678725,-73.9951387016718 40.5703144550741,-73.9951523975032 40.5701787774868,-73.9951352980071 40.5700665814633,-73.9951874186322 40.5700216728962,-73.9952482099915 40.5700978967365,-73.9952618860499 40.5702283570012,-73.9952931688742 40.5703210780084,-73.9955150765761 40.5703536088893,-73.9957648525848 40.5703927574798,-73.9960009432714 40.5703927664898,-73.9964081195726 40.5703745155813,-73.9966510537607 40.5703719146698,-73.9968491721619 40.5703667634399,-73.9969965629193 40.5703624893458,-73.9970445416011 40.57035627169,-73.9971950926201 40.5703484475683,-73.9973182730406 40.570322359944,-73.9973559119602 40.5702780038435,-73.9973559153541 40.5701971188693,-73.9973696035005 40.5701371074628,-73.997419817058 40.5701406540774,-73.9974482948475 40.5702858334932,-73.9975201486194 40.5703249728629,-73.9976672762501 40.5703745509768,-73.9978451981422 40.5704136933946,-73.9979957490257 40.5704476164681,-73.9981873601368 40.5704606659726,-73.9982968512344 40.5704737137785,-73.9984679318935 40.5704971986215,-73.998632581665 40.5705078083416,-73.9989914405436 40.5704893782807,-73.9992275327527 40.5704893806591,-73.9996141784871 40.5704659005692,-73.9996415512213 40.5704450275,-73.9996586596911 40.5703824070266,-73.999703366923 40.5703863020164,-73.9997330645339 40.5704113159843,-73.9997296596901 40.5704502455757,-73.9997194504749 40.5704736023913,-73.9997486734186 40.5704956023024),CIRCULARSTRING (-73.9997486734186 40.5704956023024,-74.0002638647474 40.5705124550047,-74.0007787481696 40.5704908036353),CIRCULARSTRING (-74.0007787481696 40.5704908036353,-74.0010711119558 40.5704400904045,-74.0013541618352 40.5703646702928),(-74.0013541618352 40.5703646702928,-74.0019058781937 40.570239211647,-74.0020118259177 40.5702085650695,-74.0020579640121 40.5701522689688,-74.0019841249267 40.5695963494696,-74.0020856331423 40.5695857917648,-74.0022010049817 40.5703035605207,-74.0022286975994 40.5706096684675,-74.0023486805947 40.571105772307,-74.0024872286472 40.5717381922581,-74.004777053823 40.5728675526759,-74.004799567351 40.5728786560911,-74.0066892018968 40.5733970219709,-74.006702506993 40.5733993346426,-74.0088035970742 40.5737645481993,-74.00882888325 40.5737658628309,-74.0094290921574 40.5737970697661,-74.0097865747114 40.5738156546864,-74.01007426318 40.5738306110051,-74.0107132240828 40.5740288989504,-74.0111568430316 40.5741665630124,-74.0119021200366 40.5747899672181,-74.0120155565711 40.5748848525373,-74.0123219890387 40.5756524816038,-74.0124576466425 40.5766105439078,-74.0127973689446 40.5774890331355,-74.013013103668 40.5777583093554),CIRCULARSTRING (-74.013013103668 40.5777583093554,-74.0130239493156 40.5778041647765,-74.0130273035294 40.5778506896587),CIRCULARSTRING (-74.0130273035294 40.5778506896587,-74.0129057170989 40.5781361115828,-74.0128172337215 40.5784285298834),(-74.0128172337215 40.5784285298834,-74.0123505036009 40.5792216133225),CIRCULARSTRING (-74.0123505036009 40.5792216133225,-74.0117613848623 40.5798538730119,-74.0110128922862 40.5803790668108),CIRCULARSTRING (-74.0110128922862 40.5803790668108,-74.0107827564475 40.5805018282907,-74.0105437231319 40.580614273021),CIRCULARSTRING (-74.0105437231319 40.580614273021,-74.0098977758379 40.5807524397993,-74.0093044503975 40.5809911877711),CIRCULARSTRING (-74.0093044503975 40.5809911877711,-74.0090892769249 40.5811117631355,-74.0088881814535 40.5812457225367),CIRCULARSTRING (-74.0088881814535 40.5812457225367,-74.0088770410974 40.5812528517576,-74.0088658626106 40.5812599461987),CIRCULARSTRING (-74.0088658626106 40.5812599461987,-74.0082000370652 40.5815923685797,-74.0074537921393 40.5818033083815),(-74.0074537921393 40.5818033083815,-74.0064799789955 40.5819280415878,-74.0060474731713 40.5819834380796,-74.004836406021 40.5818546274927,-74.0039803651119 40.5817210801167,-74.0029438708097 40.5814326196392,-74.0022059573599 40.5813656703321,-74.0018600408429 40.5813873032414,-74.0011922497824 40.5814188390998,-74.0007604265739 40.581324312979),CIRCULARSTRING (-74.0007604265739 40.581324312979,-74.0006606799191 40.5813087451697,-74.0005599946471 40.5812972128322),(-74.0005599946471 40.5812972128322,-73.9996416487503 40.5813163405789),CIRCULARSTRING (-73.9996416487503 40.5813163405789,-73.9989705389635 40.5814869733532,-73.9982715895215 40.581570307398),CIRCULARSTRING (-73.9982715895215 40.581570307398,-73.9979646193246 40.5814747791176,-73.997859376903 40.5812350630808),(-73.997859376903 40.5812350630808,-73.9979703657438 40.5808449654753),CIRCULARSTRING (-73.9979703657438 40.5808449654753,-73.9979786027585 40.5806964791686,-73.9978537608056 40.5805823411244),(-73.9978537608056 40.5805823411244,-73.992154786858 40.5793203948016,-73.9918292673968 40.5792468500348),CIRCULARSTRING (-73.9918292673968 40.5792468500348,-73.9917059127434 40.5792314810137,-73.9915810501874 40.5792271668466),CIRCULARSTRING (-73.9915810501874 40.5792271668466,-73.9913177755489 40.5792549178855,-73.9910715529052 40.579331212296),(-73.9910715529052 40.579331212296,-73.9906978492503 40.5793728174486,-73.9903622051378 40.5794243457249,-73.9896951538887 40.5792130336966,-73.9895822060351 40.5791931469263,-73.989579703406 40.5791927063382,-73.9894481134293 40.5790555796016,-73.9889910786121 40.5788348635839,-73.988428480907 40.578815604283,-73.9881422268859 40.5788657254361,-73.9879833845379 40.5789450968208,-73.9876085232581 40.5790328958023,-73.9876164589648 40.5790639286755,-73.987854712644 40.5790034044277,-73.9878666207595 40.5790261114831,-73.9875130013779 40.5791154505342,-73.9874516616494 40.579131272193,-73.9874417393298 40.5791070506378,-73.9874620133021 40.5791026376371,-73.9875975979811 40.5790661977157,-73.987586683802 40.5790404613849,-73.9874879972098 40.5790637766863,-73.9873907881385 40.5790867426657,-73.9873831664486 40.5791373196485,-73.9866955430588 40.5798146647291),CIRCULARSTRING (-73.9866955430588 40.5798146647291,-73.9868446551108 40.579931248074,-73.9870215281048 40.5800225216799),(-73.9870215281048 40.5800225216799,-73.9867812377221 40.5802936932214,-73.986165408494 40.5809499820539,-73.9858858144563 40.5811441765439,-73.985904121648 40.581199593365,-73.9859243278656 40.5812671890817,-73.9860452382377 40.581720435998,-73.9868449291117 40.5812318556974),CIRCULARSTRING (-73.9868449291117 40.5812318556974,-73.9872071836994 40.5808281399412,-73.9874583020569 40.5803780145088),(-73.9874583020569 40.5803780145088,-73.9875741443527 40.5800312083265,-73.9876290751127 40.5799586529966,-73.987639399663 40.5799173561802,-73.9877335614925 40.5798180541878),CIRCULARSTRING (-73.9877335614925 40.5798180541878,-73.9877955166488 40.5798092822037,-73.9878380296628 40.5797738183683),(-73.9878380296628 40.5797738183683,-73.9879618520938 40.5796715701803),CIRCULARSTRING (-73.9879618520938 40.5796715701803,-73.9880449423807 40.5796327167877,-73.9881346653311 40.5796617557457),CIRCULARSTRING (-73.9881346653311 40.5796617557457,-73.9882362356185 40.5797260785351,-73.9883590415363 40.5797630582452),CIRCULARSTRING (-73.9883590415363 40.5797630582452,-73.9884747102141 40.5797801330446,-73.9885808479467 40.5798191268108),(-73.9885808479467 40.5798191268108,-73.9889036790426 40.5800084390458,-73.9891365016126 40.5802146390897,-73.9895420903295 40.5804151275814,-73.9896998320261 40.5804208695086,-73.9899551874638 40.5806614311772,-73.9911945435447 40.5810280715745,-73.9916302098568 40.5810796492056,-73.9917428689393 40.5811999277449,-73.9916827531282 40.5813831912317,-73.9917309154086 40.5814862694774,-73.9918254580526 40.5815034710245,-73.9918554907024 40.5816237433539,-73.9918254287631 40.5817382848592,-73.9916956627615 40.5818582671269,-73.9903377537094 40.5842180117842),CIRCULARSTRING (-73.9903377537094 40.5842180117842,-73.9903484046969 40.5844237161349,-73.990262575822 40.584618904098),(-73.990262575822 40.584618904098,-73.9909762505513 40.5843497880648,-73.9926740407826 40.5835882062051),CIRCULARSTRING (-73.9926740407826 40.5835882062051,-73.9927738064004 40.583529257158,-73.9928468289983 40.5834507654137),CIRCULARSTRING (-73.9928468289983 40.5834507654137,-73.9929298392689 40.5834013513125,-73.9930271236731 40.5833705971285),CIRCULARSTRING (-73.9930271236731 40.5833705971285,-73.9930861619631 40.5833396363883,-73.9931172738928 40.5832904229938),CIRCULARSTRING (-73.9931172738928 40.5832904229938,-73.993179644195 40.5832566650892,-73.9932524923024 40.5832388872417),CIRCULARSTRING (-73.9932524923024 40.5832388872417,-73.9938617372134 40.5829045967798,-73.9945370671047 40.5826547915771),CIRCULARSTRING (-73.9945370671047 40.5826547915771,-73.9946650265257 40.5826300039331,-73.9947699386613 40.5825688958391),CIRCULARSTRING (-73.9947699386613 40.5825688958391,-73.9948645951881 40.5824910141634,-73.994995299823 40.5824543635859),CIRCULARSTRING (-73.994995299823 40.5824543635859,-73.9951530844856 40.5824236380502,-73.995273242985 40.5823398340834),CIRCULARSTRING (-73.995273242985 40.5823398340834,-73.9953968027196 40.5822275615574,-73.995588745489 40.5822195772198),(-73.995588745489 40.5822195772198,-73.9958968469744 40.5821567914243,-73.9960554162915 40.5821286767324,-73.9962244254034 40.5822017034185,-73.9967258307447 40.5822532649052,-73.997396245566 40.5824293923405,-73.9978131424326 40.582609807136,-74.0001793501197 40.5830737303613,-74.0003089303838 40.5831768173923,-74.000417515947 40.5835457005862,-74.0004369740127 40.5840487473442,-74.0003596377307 40.5841862239402,-74.000246958127 40.5842635402858,-74.0001004743606 40.58437521955,-73.9999821612291 40.5844310581597,-73.9998582124967 40.5845427378094,-73.9997398980263 40.5845770994496,-73.9996328516382 40.5846329384743,-73.9995314403242 40.5847016630008,-73.9994581976199 40.5847532065815,-73.9993398816748 40.5848605893189,-73.9991539574995 40.5849422001735,-73.9989849356852 40.5850152190368,-73.9987877410441 40.5851526669246,-73.9986018166629 40.5852299804949,-73.9984609639978 40.5852858179338,-73.9982637706496 40.5853115867168,-73.9980853559517 40.58536449274,-73.9980891100136 40.5854705121349,-73.9981968848061 40.5854772275056,-73.9982868532629 40.5854828339292,-73.9986712191198 40.5855067847434,-73.9992891671548 40.5855521391722,-73.9994694551579 40.5856895925775,-73.9997060865468 40.5856895939516,-73.9997004518261 40.5857540235504,-73.9995257960999 40.5857583180632,-73.9996343534166 40.5860695209831,-73.9995652305812 40.5862436922845,-73.9993567660176 40.586381141066,-73.9989736433326 40.5864283860036,-73.9987764450062 40.5864842231821,-73.9986383785956 40.5864913993812,-73.9982806396777 40.5865099886643,-73.9982186630448 40.586509987583,-73.9981454194333 40.5865314628025,-73.9962366530754 40.5874210183035,-73.9941731713049 40.5883826144069,-73.9942351447229 40.5884384572067,-73.9955986895006 40.5878414684578,-73.9956606598236 40.5879359680796,-73.9940791613893 40.5886931974564,-73.9942156597449 40.5888682858947)))","15",46466.6682628565,,,
"MULTILINESTRING ((-74.0153805481619 40.7076571177223,-74.0147950102856 40.7074204283153))","1",183.821805901791,"1883",Jonathan Rivas,
"MULTILINESTRING ((-74.0112063270905 40.7261471386925,-74.0100724668818 40.7392959094367,-74.0090986972095 40.7407563356377,-74.0086987548578 40.7423612099786))","2",5992.5290192331,"1905",Jonathan Rivas,
"MULTILINESTRING ((-73.9970987646077 40.7472045490858,-73.9821103750397 40.7677439386555))","3",8558.05499864918,"2098",Jonathan Rivas,
"MULTICURVE (COMPOUNDCURVE (CIRCULARSTRING (-74.1011206382302 40.5773092723713,-74.1005603168012 40.576531605914,-74.099722413721 40.5759158877846)))","1",648.985128277881,"3667",,
"MULTILINESTRING ((-74.099722413721 40.5759158877846,-74.0976172896669 40.5747724079847))","2",718.016528313699,"3667",,
"MULTILINESTRING ((-74.0976172896669 40.5747724079847,-74.0970378910578 40.5744547523344))","3",198.244790090746,"3667",,
"MULTILINESTRING ((-74.0970378910578 40.5744547523344,-74.0963059966885 40.5740548956972))","4",250.124579904327,"3667",,
"MULTILINESTRING ((-74.0963059966885 40.5740548956972,-74.0955746582583 40.5736577895426))","5",249.41744560453,"3667",,
"MULTILINESTRING ((-74.0955746582583 40.5736577895426,-74.0948435976916 40.573258949498))","6",249.722595732159,"3667",,
"MULTILINESTRING ((-74.0948435976916 40.573258949498,-74.0941145664759 40.5728609406295))","7",249.088886089806,"3667",,
"MULTILINESTRING ((-74.0941145664759 40.5728609406295,-74.0937421696452 40.5726566097844))","8",127.455086582623,"3667",,
"MULTILINESTRING ((-74.0937421696452 40.5726566097844,-74.0933775292967 40.572456530912))","9",124.801469994343,"3667",,
"MULTILINESTRING ((-74.0933775292967 40.572456530912,-74.0926453193337 40.5720623695526))","10",248.998376520257,"3667",,
"MULTILINESTRING ((-74.0926453193337 40.5720623695526,-74.0919120376121 40.5716623059492))","11",250.487763760284,"3667",,
"MULTILINESTRING ((-74.0919078760636 40.5716546368072,-74.0911747503432 40.5712646092253))","12",248.343458210706,"3667",,
"MULTILINESTRING ((-74.0911747503432 40.5712646092253,-74.0903523959043 40.5708210479287))","13",279.840348215274,"3667",,
"MULTILINESTRING ((-74.0903538275491 40.5708195618377,-74.0902778604161 40.5707808440495))","14",25.3850064105393,"3667",,
"MULTILINESTRING ((-74.0902778604161 40.5707808440495,-74.090216297247 40.5707448173782))","15",21.5592735161281,"3667",,
"MULTILINESTRING ((-73.9709874601046 40.8057424328336,-73.9690096777493 40.8083963673466))","16",1111.17784080428,"1514",,
"MULTILINESTRING ((-73.9690096777493 40.8083963673466,-73.9673038894963 40.8109744172022))","17",1051.29125571369,"1514",,
"MULTILINESTRING ((-73.9673038894963 40.8109744172022,-73.9652488041006 40.8138927286884))","18",1205.8636271965,"1514",,
"MULTILINESTRING ((-73.9652488041006 40.8138927286884,-73.9640201657633 40.8157560795318))","19",759.306765924329,"1514",,
"MULTILINESTRING ((-73.9640201657633 40.8157560795318,-73.9618996457569 40.8180468304072))","20",1020.32872017622,"1514",,
"MULTILINESTRING ((-73.9233219652521 40.5912115111295,-73.9223081144464 40.5903078023602))","21",433.232327437469,"683",,
"MULTILINESTRING ((-73.9223081144464 40.5903078023602,-73.9209601135473 40.5890952454651))","22",579.074314134733,"683",,
"MULTILINESTRING ((-73.9209601135473 40.5890952454651,-73.919725304235 40.5879868703425))","23",529.796691292222,"683",,
"MULTILINESTRING ((-73.919725304235 40.5879868703425,-73.9181910780798 40.5866064465159))","24",659.180942361052,"683",,
"MULTILINESTRING ((-73.9478536031555 40.7041108453372,-73.9478121196392 40.7043638878711))","25",92.90585056101,"683",,
"MULTILINESTRING ((-73.9478121196392 40.7043638878711,-73.9478653893068 40.7047031676077))","26",124.489229459968,"683",,
"MULTILINESTRING ((-73.9478653893068 40.7047031676077,-73.9479813918104 40.7054409785136))","27",270.724380201993,"683",,
"MULTILINESTRING ((-73.9479813918104 40.7054409785136,-73.9480411070884 40.7058156708989))","28",137.512245162302,"683",,
"MULTILINESTRING ((-73.9480411070884 40.7058156708989,-73.9481956859884 40.7068518288868))","29",379.929109503501,"683",,
"MULTILINESTRING ((-73.9481956859884 40.7068518288868,-73.9483033587325 40.7075963109741))","30",272.875492495583,"683",,
"MULTILINESTRING ((-73.9483033587325 40.7075963109741,-73.9484209781641 40.7083050831396))","31",260.278353121644,"683",,
"MULTILINESTRING ((-73.9484209781641 40.7083050831396,-73.9485383866215 40.7090144583639))","32",260.489001356707,"683",,
"MULTILINESTRING ((-73.9485383866215 40.7090144583639,-73.9486552527527 40.709724436499))","33",260.688191070045,"683",,
"MULTILINESTRING ((-73.9486552527527 40.709724436499,-73.9487714134143 40.7104317126036))","34",259.687074042689,"683",,
"MULTILINESTRING ((-73.9487714134143 40.7104317126036,-73.9488922531627 40.7111669874452))","35",269.969987054667,"683",,
"MULTILINESTRING ((-73.9488922531627 40.7111669874452,-73.9490134972154 40.7119032078009))","36",270.325702419162,"683",,
"MULTILINESTRING ((-73.9490134972154 40.7119032078009,-73.9491307413393 40.7126118705988))","37",260.225688313732,"683",,
"MULTILINESTRING ((-73.9491307413393 40.7126118705988,-73.9492451719337 40.7133197575266))","38",259.84883583449,"683",,
"MULTILINESTRING ((-73.9492451719337 40.7133197575266,-73.949372226724 40.714066326707))","39",274.269402786087,"683",,
"MULTILINESTRING ((-73.949372226724 40.714066326707,-73.9494818245158 40.7147552734225))","40",252.83682058502,"683",,
"MULTILINESTRING ((-73.9494818245158 40.7147552734225,-73.9495980615207 40.7154630255106))","41",259.861647186186,"683",,
"MULTILINESTRING ((-73.9495980615207 40.7154630255106,-73.9497091361514 40.7161770877175))","42",261.970953901694,"683",,
"MULTILINESTRING ((-73.9497091361514 40.7161770877175,-73.9497592296785 40.716480031814))","43",111.242111607294,"683",,
"MULTILINESTRING ((-73.9497592296785 40.716480031814,-73.9497815647356 40.7166180085389))","44",50.6490813465793,"683",,
"MULTILINESTRING ((-73.9497815647356 40.7166180085389,-73.9497940201861 40.7166898295622))","45",26.3934577308634,"683",,
"MULTILINESTRING ((-73.9497940201861 40.7166898295622,-73.9498036482441 40.7167444226145))","46",20.0682256790555,"683",,
"MULTILINESTRING ((-73.9498036482441 40.7167444226145,-73.9498234822284 40.71685639154))","47",41.162624459397,"683",,
"MULTILINESTRING ((-73.9498234822284 40.71685639154,-73.9498312387594 40.7169005882976))","48",16.2451829938558,"683",,
"MULTILINESTRING ((-73.9498312387594 40.7169005882976,-73.949865053656 40.7170989437221))","49",72.8724707063069,"683",,
"MULTILINESTRING ((-73.949865053656 40.7170989437221,-73.9499480633385 40.7175892168785))","50",180.097897329874,"683",,
"MULTILINESTRING ((-73.9499480633385 40.7175892168785,-73.9500653260937 40.718299607156))","51",260.850641193428,"683",,
"MULTILINESTRING ((-73.9500653260937 40.718299607156,-73.9501801900672 40.7190082222015))","52",260.126674355515,"683",,
"MULTILINESTRING ((-73.9501801900672 40.7190082222015,-73.950269234566 40.7195239648947))","53",189.515483085941,"683",,
"MULTILINESTRING ((-73.950269234566 40.7195239648947,-73.9504950296585 40.7208317356805))","54",480.55527330425,"683",,
"MULTILINESTRING ((-73.9504950296585 40.7208317356805,-73.950645832563 40.7217051305836))","55",320.939067834279,"683",,
"MULTILINESTRING ((-73.950645832563 40.7217051305836,-73.9516462061498 40.7234852925124))","56",705.359419450845,"683",,
"MULTILINESTRING ((-73.9347044442942 40.7172082453163,-73.9316056598659 40.718009941749))","57",907.308001524261,"681",,
"MULTILINESTRING ((-73.9316056598659 40.718009941749,-73.9247969577484 40.7198524131344))","58",2003.20886678736,"681",,
"MULTILINESTRING ((-73.8653445575496 40.755799034784,-73.8662377578752 40.7557050269378))","59",249.819749858072,"2941",,
"MULTILINESTRING ((-73.8662377578752 40.7557050269378,-73.8671303594117 40.7556119128838))","60",249.611301481335,"2941",,
"MULTILINESTRING ((-73.8671303594117 40.7556119128838,-73.8681502093932 40.7555031518748))","61",285.314853606605,"2941",,
"MULTILINESTRING ((-73.8681502093932 40.7555031518748,-73.8691686001357 40.7553940469909))","62",284.932402754273,"2941",,
"MULTILINESTRING ((-73.8691686001357 40.7553940469909,-73.8700830551138 40.755300790822))","63",255.618992888243,"2941",,
"MULTILINESTRING ((-73.8700830551138 40.755300790822,-73.8709931819301 40.7552031100544))","64",254.651197463883,"2941",,
"MULTILINESTRING ((-73.8709931819301 40.7552031100544,-73.8718858367437 40.7551128597517))","65",249.488114583283,"2941",,
"MULTILINESTRING ((-73.8718858367437 40.7551128597517,-73.8726924092942 40.7550292512348))","66",225.529481847763,"2941",,
